x [Mpc],y [Mpc],z [Mpc],vx [km/s],vy [km/s],vz [km/s]
12.409,0.25719,13.107,27.454,-17.327,-73.558
13.645,1.2676,13.664,49.621,-54.982,-77.251
13.82,1.6731,12.944,56.8,-50.469,-67.225
12.379,0.58914,12.34,31.605,-35.6,-44.739
12.387,0.65814,12.343,6.7927,3.1424,-94.487
14.319,2.2383,12.085,99.934,-40.042,-78.985
14.448,3.1391,12.494,82.67,-36.904,-86.824
14.897,3.2831,12.036,78.532,-8.5207,30.707
14.918,3.1533,12.089,114.33,-43.32,-37.724
14.581,3.0587,12.126,105.17,-30.963,-54.05
14.256,3.0766,13.349,69.496,-33.675,-84.296
15.018,3.2334,12.046,73.35,-64.239,13.716
14.442,0.10459,12.903,99.099,-76.592,-82.676
14.353,1.6862,12.014,75.773,-36.709,16.838
14.105,0.091645,14.135,74.917,-61.315,-74.585
14.166,3.8484,15.98,56.639,-38.409,-35.472
14.318,4.8343,12.322,64.007,4.2121,-78.542
14.407,4.2798,13.083,71.273,-22.61,-88.718
12.222,5.9685,13.363,11.812,2.7431,-89.178
12.672,5.6571,12.053,62.081,58.544,-48.645
12.693,5.6782,12.117,25.137,17.484,-13.059
12.305,4.5686,12.378,16.577,-3.1521,-74.807
13.457,7.099,12.043,93.541,51.934,-113.72
13.354,7.2146,12.117,68.865,87.805,-46.762
13.115,7.2749,12.072,85.942,-22.363,-53.761
13.189,7.6161,12.146,84.686,-8.3591,48.127
14.187,7.9563,12.909,41.334,6.9687,-132.36
14.063,7.7165,12.027,-40.763,17.795,65.375
14.201,6.1358,12.862,52.771,13.373,-113.95
15.314,6.8124,12.009,78.077,6.2307,-78.883
15.088,7.8783,12.173,36.491,-10.557,-115.35
14.011,6.1641,15.84,47.457,-3.5638,-41.13
13.653,8.8942,13.855,35.998,12.716,-82.622
12.027,8.2261,13.639,11.702,15.3,-80.366
12.95,8.6504,13.032,49.023,-25.223,-86.776
13.598,9.5652,12.814,66.383,-22.764,-57.743
13.232,8.0996,12.125,96.664,-60.635,-127.76
13.916,8.2903,12.116,65.755,-133.01,-77.844
15.295,9.5542,12.577,62.232,7.1123,-97.96
14.753,9.3236,12.116,77.599,-33.925,-55.356
14.719,10.081,12.593,76.538,-2.5597,-66.917
14.409,11.224,13.832,64.009,48.317,-52.522
15.979,11.995,13.094,92.108,101.11,-95.656
13.854,11.947,12.661,86.349,49.93,-24.939
13.794,11.928,13.207,78.901,47.352,-46.99
12.997,10.727,14.423,38.08,28.976,-25.399
13.505,10.424,15.321,27.766,46.393,-26.337
13.74,11.26,15.451,31.841,40.519,-24.256
15.754,10.537,15.275,68.399,50.195,-38.018
15.466,11.002,15.103,64.796,32.098,-40.954
14.238,12.331,14.638,60.765,51.502,-57.784
14.906,14.864,14.137,107.6,34.52,-98.931
14.834,15.533,14.39,89.533,-47.854,-142.82
14.759,15.52,14.355,102.96,-8.781,-73.902
14.844,15.394,14.272,113.22,-3.863,-53.378
12.651,15.937,14.048,37.573,-13.814,-47.503
12.994,15.552,14.348,44.896,12.989,-44.045
12.014,15.521,15.538,47.842,-94.495,13.552
12.018,15.502,15.551,-33.922,104.66,-45.628
13.084,12.133,15.061,36.043,41.747,-14.433
12.394,12.956,14.748,15.682,34.052,8.0602
12.382,13.036,14.712,20.955,19.559,-41.249
13.864,13.58,13.181,103.69,13.024,-57.579
13.84,13.508,13.222,98.256,89.603,-53.813
13.044,14.285,14.002,56.676,17.446,-49.188
13.698,15.265,12.852,95.993,4.1009,-67.683
14.276,14.146,12.731,134.48,21.368,-73.743
15.905,15.418,13.522,196.06,-35.069,-111.48
15.891,15.46,13.533,73.481,-40.813,-200.21
15.327,15.589,13.176,155.46,-76.621,-83.208
15.598,15.619,13.434,155.41,-58.635,-104.46
15.343,15.436,12.258,169.6,-201.74,13.981
15.304,15.489,12.114,18.314,-64.836,-69.871
15.33,15.5,12.123,167.06,-137.06,-31.248
15.202,15.716,12.024,249.98,-81.721,-68.119
15.179,15.738,12.029,92.437,-170.54,-64.382
15.435,15.511,12.185,28.689,-33.128,10.595
15.404,15.556,12.23,155.09,-122.44,-18.314
15.701,15.711,12.117,95.292,-124.2,-96.552
15.655,15.359,12.104,76.414,-89.928,-65.003
15.705,14.421,12.276,150.95,-14.311,19.253
15.532,13.107,13.769,100.65,95.326,-106.33
15.645,13.242,13.232,102.66,123.57,-139.02
15.247,12.784,13.773,99.662,8.9099,-91.971
15.166,12.774,13.836,137.54,95.3,-122.34
14.067,12.065,11.354,99.269,61.487,-29.542
15.43,13.925,10.615,26.5,153.5,49.735
15.459,13.437,10.045,102.22,103.32,52.268
15.451,13.454,10.059,-7.24,229.82,-2.2263
15.695,13.665,10.774,87.091,67.207,30.787
15.778,13.988,11.243,292.25,-38.611,105.12
15.83,14,11.698,18.847,127.52,110.19
15.966,13.876,11.976,159.92,-12.836,184.41
15.95,13.908,11.965,212.49,122.58,37.943
15.972,14.095,11.764,76.415,132.7,147.04
15.768,14.349,11.978,114.97,146.98,94.708
15.823,14.129,11.677,105.5,79.7,200.87
15.302,14.415,11.514,101.24,70.355,179.34
15.49,14.147,11.496,124.27,30.547,47.469
15.038,14.46,11.019,213.63,49.28,-30.457
15.76,14.236,11.418,107.1,53.455,88.568
15.8,14.22,11.444,227.74,-37.441,-18.078
15.76,14.162,11.387,25.708,115.78,2.8357
15.764,14.151,11.386,-126.73,146.23,108.49
15.828,14.026,11.409,126.82,-86.244,350.98
15.814,14.051,11.471,180.15,-118.45,149.9
15.712,14.07,11.33,131.09,97.038,36.224
15.713,14.107,11.36,91.069,35.579,-8.7365
15.742,14.161,11.368,29.307,9.4248,170.37
15.751,14.148,11.391,175.93,111.43,286.64
15.749,14.281,11.413,215.33,7.7871,207.94
15.795,14.263,11.423,33.811,-134.74,27.221
15.786,14.276,11.387,164.52,-46.868,120.47
15.821,14.305,11.371,109.77,59.529,66.19
15.821,14.315,11.361,-95.203,190.66,177.36
15.789,14.392,11.325,143.33,183.23,181.32
15.773,14.332,11.164,50.809,-87.914,71.929
15.955,14.664,11.109,122.08,11.902,154.27
15.493,14.589,11.118,47.773,-159.47,91.386
15.043,14.359,10.922,202.43,66.001,-72.133
14.532,14.543,10.288,135.63,43.832,-42.734
14.977,14.489,10.064,15.362,38.978,-29.731
14.953,14.375,10.848,201.46,97.217,-20.419
14.915,14.408,10.93,125.59,-13.385,-66.471
14.87,14.694,10.818,116.56,-70.334,9.2679
14.283,15.617,11.31,82.521,-103.81,-108.96
14.262,15.611,11.285,70.856,-87.893,39.007
14.328,15.655,11.252,53.656,-23.375,-76.534
14.84,15.874,11.855,72.506,-125.33,36.367
14.708,14.93,11.481,92.563,-80.296,1.3685
14.684,14.035,11.886,176.9,86.226,-63.057
13.257,15.31,11.106,-37.365,-42.354,12.539
13.047,15.742,11.017,61.847,-151.77,14.821
13.974,15.682,11.285,65.373,-126.39,-62.253
13.013,15.687,10.756,-88.82,78.296,-41.93
13.035,15.645,10.893,-63.202,5.7716,-17.373
13.065,15.642,11.001,40.869,-32.489,-129.51
13.165,15.718,10.966,67.796,-10.288,79.507
13.126,15.324,10.567,40.869,-5.2137,35.281
13.158,15.31,10.513,72.024,5.9685,16.284
13.134,15.304,10.342,69.695,1.6873,73.305
13.842,14.791,10.252,115.09,28.546,10.339
13.873,14.77,10.231,101.68,35.595,-131.1
12.914,15.696,10.814,61.303,-3.668,74.524
12.949,15.677,10.772,65.74,-6.6274,-135.45
12.927,15.735,10.855,46.305,-28.033,-5.9622
12.874,15.664,10.768,-10.69,-1.2027,-174.2
12.829,15.749,10.921,180.33,-16.114,-84.942
12.915,15.699,10.917,119.06,-93.762,28.724
12.961,15.701,10.895,132.95,-122.68,-137.95
12.997,15.704,10.959,-129.73,42.452,-31.332
12.958,15.774,10.943,-27.037,-197.51,46.116
12.564,15.787,10.793,140.74,-139.6,-34.712
12.541,15.764,10.835,69.244,-27.11,-118.71
12.511,15.67,10.902,84.264,-90.212,-78.704
12.511,15.732,10.878,159.45,-147.84,-81.689
12.838,14.818,8.3628,81.116,-93.951,-59.688
13.477,14.893,9.9458,108.59,40.278,-9.8347
13.986,14.557,9.5368,59.788,-47.606,10.702
13.962,14.54,9.5201,84.329,-125.73,-93.873
13.957,14.757,9.5452,39.368,-94.607,-3.9541
13.85,14.682,9.5239,107.48,-5.9314,-4.9402
14.682,14.727,8.1072,-81.845,-127.91,-65.833
14.108,14.784,8.1642,107.99,106.6,-116.37
14.713,15.787,8.5764,10.28,-115.76,-3.307
14.617,15.852,8.6644,32.255,-130.79,7.8682
14.797,14.544,9.4429,-67.002,18.293,69.219
14.921,14.622,9.3353,-23.198,18.767,6.5254
14.673,14.366,9.4237,-128.23,22.368,-13.662
14.633,14.083,9.3031,116.31,-112.56,39.155
14.782,14.22,9.5026,-27.777,33.912,5.3212
14.875,14.451,9.6393,132.07,92.975,-69.476
14.817,14.409,9.5181,199.77,88.95,-55.403
14.834,14.362,9.5211,126.66,60.534,-145.06
14.711,14.012,9.56,29.301,55.751,-35.578
14.726,14.073,9.57,44.881,15.215,-14.806
14.618,14.384,9.6206,208.68,48.638,-47.517
14.679,14.396,9.5491,-118.63,39.52,0.97082
14.698,14.382,9.5665,141.03,88.683,94.005
14.681,14.378,9.5436,-38.288,-47.858,45.485
14.724,14.439,9.6393,-24.605,50.458,-167.06
15.474,15.548,9.7867,-13.162,-79.799,28.282
15.782,15.032,9.4502,-54.172,-56.699,29.673
15.104,13.764,8.9416,-94.405,65.265,16.006
15.336,13.123,9.864,67.463,36.315,-11.927
15.364,13.102,9.9401,-15.346,187.17,5.9564
15.398,13.201,9.9144,52.131,148.78,9.2435
15.395,13.132,9.943,103.06,7.8324,-26.492
15.391,13.022,9.8215,88.314,69.789,-37.647
15.391,13.064,9.8321,229.2,112.66,-7.547
14.678,13.931,9.3019,-93.081,43.4,-61.788
14.579,13.995,9.3549,100.08,53.057,121.31
14.599,13.938,9.3848,110.13,66.373,-18.388
14.639,13.99,9.4104,19.746,58.105,75.912
14.784,13.943,9.3414,-72.034,20.425,97.21
14.684,13.962,9.5612,-19.451,-9.1983,160.36
14.98,13.071,9.5156,134.99,115.72,27.172
14.754,13.819,8.762,31.53,11.241,1.9448
14.324,12.693,8.576,100.31,103.3,1.0796
15.374,12.699,9.8536,58.814,173.14,65.683
15.418,12.67,9.8284,-17.362,88.742,17.645
15.509,12.609,8.2325,76.636,98.659,-31.316
15.426,11.205,8.5859,96.529,56.222,11.833
15.41,11.843,9.4771,9.4201,67.858,20.644
15.674,10.635,9.779,60.306,8.5567,33.904
14.543,10.426,9.3021,106.91,23.014,13.78
15.98,10.875,8.1345,102.34,-9.1188,41.635
15.992,10.936,8.1346,28.957,47.823,39.419
15.964,10.908,8.083,43.427,142.16,43.838
14.794,8.0242,8.0813,78.218,35.98,45.666
14.772,9.9653,9.1428,86.105,40.574,45.851
14.56,8.9437,9.3987,80.511,32.799,56.106
15.341,9.9875,10.228,137.97,-36.797,27.079
15.421,9.9853,10.192,43.111,-21.717,46.265
15.416,9.9572,10.133,98.713,-30.781,-29.814
15.263,9.6814,10.426,163.62,51.55,43.113
15.469,9.7058,10.229,114.69,28.627,-15.496
15.391,9.7262,10.222,149.68,-20.34,-18.288
15.324,9.6807,10.219,29.086,-17.378,-25.443
15.488,9.0402,10.684,21.078,-29.436,28.699
15.449,9.1227,10.734,69.834,32.415,-46.419
15.506,9.0569,10.604,57.581,13.809,57.428
15.127,8.7958,10.798,184.73,-2.4567,-3.7968
15.163,8.8295,10.815,47.548,48.025,30.123
15.166,8.74,10.76,76.186,-8.5381,24.352
14.709,8.1336,10.819,82.51,51.976,86.572
14.834,8.2809,10.934,81.464,-3.5302,4.3604
14.986,8.6244,10.819,34.557,-33.807,4.6854
14.921,8.726,10.819,155.85,24.635,103.67
14.208,8.5606,11.824,80.99,-88.706,-13.753
14.763,8.4515,11.258,108.63,4.9394,21.373
15.377,8.8781,11.758,59.867,-17.253,-128.1
15.416,8.864,11.704,62.518,-13.178,-40.829
15.603,8.7038,11.226,58.907,-1.4783,-45.368
15.066,9.121,11.139,98.36,-50.924,-50.029
15.983,9.7708,11.341,90.846,-17.993,-40.51
15.454,10.363,10.089,105.64,-24.099,46.843
13.795,8.2923,11.925,50.675,-71.435,-116.58
13.193,8.7964,9.4021,78.917,29.583,15.298
13.407,8.7742,9.3707,38.233,-2.7424,31.757
12.156,8.8803,8.6394,-3.2232,-23.852,19.907
12.131,8.937,8.6398,27.803,52.688,10.309
13.746,10.511,8.5188,75.212,37.376,14.939
11.32,10.338,9.6836,12.318,15.946,-14.119
11.018,10.043,8.5553,-3.547,6.3012,-24.537
11.76,8.1376,8.6637,-5.5247,35.599,18.97
10.189,8.3185,8.4031,-30.89,-7.4533,33.22
10.375,8.2229,8.3349,-59.061,-40.387,4.1189
10.286,8.266,8.3112,-45.186,20.824,-29.597
10.878,9.8929,8.2198,-2.8638,10.07,8.5849
10.982,8.3629,9.5384,-5.894,-14.834,-10.774
11.54,10.001,10.979,22.369,-0.55583,-6.7414
11.252,11.869,11.524,14.157,39.221,-22.866
9.2015,11.896,11.528,-35.959,37.81,-22.793
9.1384,10.167,10.817,-41.769,3.8902,-14.084
9.0315,8.0585,11.131,-49.215,-38.802,-0.57452
9.9952,8.0973,8.6793,-36.707,10.587,-28.053
9.3515,8.2188,8.1267,-62.708,23.274,-12.277
8.8069,10.28,9.3268,-57.931,9.6055,-26.507
8.7635,12.857,10,-58.309,81.458,-46.68
8.5554,13.269,9.4344,-63.864,99.182,-33.648
8.1345,15.004,8.4268,-173.53,40.111,30.559
8.0577,15.246,8.1876,-127.28,200.23,174.78
8.0457,15.371,8.4598,-12.688,81.081,-258.81
8.2431,15.631,8.4465,-102.5,88.772,-35.13
8.1639,15.417,8.527,-199.16,129.97,106.02
8.1846,15.394,8.6178,-29.475,-56.342,-115.31
8.2783,15.265,8.7586,-146.16,70.941,-224.75
8.0017,15.1,8.5954,-118.59,147.83,-103.87
8.8083,15.747,9.9589,-40.533,9.1065,-71.03
8.2473,14.597,9.1478,-55.953,151.96,-105.19
8.5203,14.835,9.4781,-51.666,94.662,-135.58
8.7711,14.787,9.2883,-95.856,127.26,-87.029
9.0533,15.525,8.36,-80.286,73.307,-48.838
9.264,15.517,8.2037,-17.315,24.784,-39.168
10.313,15.316,8.2222,-72.312,126.01,-46.265
10.2,15.37,8.0855,-35.834,-13.868,-23.074
10.736,15.011,8.916,-21.63,93.863,-11.542
10.728,14.781,9.4056,22.003,38.541,-18.345
11.093,14.927,9.5285,-11.618,110.95,-18.523
11.003,14.899,9.5784,-0.26581,72.265,13.418
11.053,14.916,9.7367,5.845,95.772,-81.275
11.052,14.852,9.4957,-19.155,72.337,-77.15
11.123,12.83,8.6843,2.4526,75.527,-28.408
10.936,12.691,8.4125,7.2447,82.807,6.4401
11.277,12.87,9.5817,14.329,76.46,-25.373
11.34,12.513,10.348,17.299,64.788,-32.43
11.621,13.978,11.73,28.666,45.912,-52.386
11.025,15.962,10.594,-61.943,-92.161,16.143
11.05,15.986,10.625,-7.2464,88.242,-31.872
11.371,15.133,10.698,20.083,64.522,-101.43
11.339,15.431,10.475,14.358,34.807,-42.893
11.003,15.849,10.476,-12.846,-75.673,-5.962
11.144,15.594,10.471,29.073,14.763,74.53
11.141,15.531,10.476,14.102,10.576,11.503
11.53,15.591,10.281,-13.799,44.705,-40.77
11.545,15.495,10.146,-6.2053,62.512,-12.69
11.631,14.859,10.318,18.797,86.034,-63.869
11.407,14.258,10.819,23.486,90.521,-54.668
10.96,15.899,10.477,-123.23,-17.352,-143.87
10.948,15.905,10.458,82.557,-7.5991,-53.249
10.861,15.752,10.569,51.807,-33.147,-82.056
10.718,15.653,11.05,34.345,-35.061,-26.569
9.7489,14.126,11.611,-22.812,54.362,-59.252
9.8371,15.24,10.966,-20.43,56.766,-84.43
9.5495,15.37,10.045,-41.184,53.596,-75.281
9.4764,14.687,10.199,-36.953,78.343,-76.983
8.6732,15.972,10.054,-88.73,-7.3545,-33.036
8.574,15.497,11.287,-41.16,69.038,-73.56
8.7747,14.037,11.549,-25.378,56.514,-59.429
8.2484,13.521,10.484,-40.359,73.515,-67.626
9.395,13.992,10.698,-32.778,85.18,-58.367
8.142,12.73,10.063,-40.458,77.985,-47.523
8.3761,12.648,12.253,-36.453,35.744,-30.348
9.4508,13.258,12.181,-27.365,53.759,-36.391
9.3782,14.583,13.753,-38.993,33.686,-9.403
11.106,14.217,13.358,3.8345,19.659,-28.38
11.635,13.645,12.212,27.457,65.071,-44.875
11.233,13.289,14.06,5.7356,21.952,-4.7612
11.209,13.448,14.105,2.4854,47.097,-5.1244
10.225,13.826,15.63,-41.053,-1.7671,29.991
10.891,12.663,15.987,-32.14,29.884,25.467
10.873,12.803,15.981,-83.866,19.962,12.993
11.588,14.307,15.988,-19.219,8.7319,2.4509
11.977,15.719,15.5,-12.592,-47.098,-21.636
9.5616,15.833,15.722,-102.4,14.946,42.902
9.4497,15.795,15.788,-62.203,39.666,-24.395
8.214,15.208,14.076,-60.242,63.113,1.4059
8.6984,13.712,14.459,-31.734,37.169,15.932
9.7338,13.599,14.279,-27.059,27.389,9.5464
9.5021,12.93,14.515,-28.034,41.768,19.008
8.6107,11.495,15.995,-59.309,25.961,49.233
8.4976,10.897,14.45,-63.793,-0.73189,16.742
8.1168,11.979,14.628,-45.968,8.5947,26.176
9.9991,10.376,15.13,-45.407,16.581,8.742
10.834,11.675,13.886,-7.8894,28.975,-6.0558
11.218,11.607,12.588,9.458,27.981,-21.003
8.9382,11.101,12.862,-45.692,7.03,-7.0457
9.0167,9.462,12.343,-50.808,-20.667,7.1142
8.522,9.3074,12.991,-68.278,-27.058,-1.7238
9.4776,8.2186,13.523,-64.495,-11.172,-35.206
11.272,9.3197,12.424,14.276,-20.812,-33.884
11.428,9.4263,12.059,17.437,-23.647,0.16707
10.623,9.6587,13.511,-17.617,-8.7568,-21.027
11.768,9.4057,14.76,-4.8934,30.064,-33.551
11.674,9.953,15.736,-13.233,34.84,-7.8323
9.111,9.2348,15.228,-78.389,19.813,-13.971
9.5168,8.493,14.184,-71.628,-20.813,-29.004
8.9718,8.3679,14.378,-83.524,15.423,-43.514
7.6644,9.9432,15.455,-98.79,-10.952,19.957
7.9168,9.5534,14.139,-93.91,-23.611,5.895
6.1782,8.3805,14.891,-130.3,-163.6,93.225
6.2996,8.3157,14.974,-151.82,-93.546,114.91
6.3998,9.031,15.876,-161.3,-31.591,-57.26
6.2503,8.5808,15.635,-222.87,-66.347,-39.422
6.1742,8.0422,15.467,-124.8,-190.67,-64.959
6.0575,8.1039,15.245,-184.67,-60.017,139.24
6.3157,8.1824,15.12,-140.62,-92.749,117.39
6.0335,8.1319,15.603,-91.065,-245.43,9.0725
5.827,8.2684,15.653,60.37,-109.01,22.174
5.9694,8.18,15.513,-95.949,-43.313,108.93
5.9047,8.0089,15.44,-281.8,-8.6589,-125.35
5.9265,8.0419,15.423,-171.29,43.219,62.951
5.8844,8.127,15.429,-109.43,89.324,95.987
5.7998,8.1395,15.414,-26.462,-256.78,16.932
5.8666,8.0838,15.497,-129.5,-153.83,-149.88
5.7996,8.0505,15.343,-304.42,-149.7,-0.51946
5.7908,8.018,15.326,-149.43,66.699,47.344
5.8118,8.036,15.34,-16.97,-231.74,17.16
5.837,8.0672,15.325,-288.02,-46.089,-286.53
5.8475,8.0947,15.378,-55.604,143.74,-120.62
5.8493,8.0749,15.305,-47.067,-65.471,5.6486
5.9389,8.144,15.281,-2.8785,-105.55,48.958
5.8771,8.0297,15.316,-144.91,-175.71,-32.89
5.8545,8.1203,15.203,18.916,-17.687,-8.1509
5.7189,8.1425,15.117,37.147,24.329,-120.41
5.6976,8.0792,15.319,-178.98,-320.05,-47.928
5.6113,8.3934,15.262,8.4543,-74.066,28.906
5.8231,8.5564,15.714,-62.128,-70.29,-152.67
5.5591,9.0724,15.072,20.234,-121.55,16.913
4.6466,9.4046,14.373,-9.5107,-80.308,7.9421
6.9852,9.8384,13.539,-56.112,-52.814,17.884
7.1047,9.8363,13.57,-19.314,-55.726,14.715
7.0929,9.2067,13.649,-86.966,-35.58,21.267
7.0738,9.4768,13.015,-52.511,-33.52,33.727
7.5108,9.5395,12.784,-78.46,-26.983,29.51
6.558,9.1841,12.618,-42.054,-45.5,24.601
7.4965,10.266,13.305,-72.356,-37.934,12.844
5.0372,10.051,13.564,-39.233,-51.556,11.404
5.4998,11.303,14.683,-21.917,-18.139,19.284
6.5441,11.335,14.815,-27.155,-18.002,30.51
7.2116,11.467,14.79,-45.822,-11.068,29.943
7.3581,10.069,14.474,-72.641,-40.892,16.125
6.3153,13.908,14.233,-42.055,65.044,12.109
7.2779,13.685,14.458,-46.155,47.415,17.534
6.809,15.775,15.978,-89.643,104,29.167
4.8661,14.941,14.103,-54.33,126.67,11.745
4.7431,12.281,15.656,-8.3977,25.012,18.115
5.2932,12.113,12.682,-38.312,13.503,-15.53
5.1162,15.288,12.37,-44.072,119.6,-8.3846
6.9392,12.253,12.187,-41.962,19.739,-33.157
6.9966,12.303,12.362,-27.194,22.425,-22.418
6.9211,13.3,10.373,0.51265,69.758,-61.277
7.1197,13.371,10.449,-56.397,65.285,-72.459
7.1956,13.978,11.581,-43.486,61.506,-54.208
6.0613,15.297,10.125,6.5783,112.88,-73.191
6.9451,15.963,11.657,-67.182,103.04,-52.032
6.4488,14.315,11.797,-32.406,74.799,-43.24
4.0354,15.429,11.004,25.024,48.821,43.07
4.0541,15.115,11.111,-34.147,93.984,-8.082
5.4436,12.461,10.245,-32.277,21.057,-61.453
4.8866,13.933,9.7533,-12.269,75.263,-5.0159
4.2827,12.641,8.9865,4.8977,-12.648,34.391
4.5879,15.765,9.6004,62.968,58.722,31.133
4.7926,14.112,9.6997,16.611,39.261,-35.646
4.8708,14.659,9.9883,36.941,48.063,-11.907
5.2244,14.774,9.82,31.823,54.961,21.287
5.1301,14.789,8.6192,51.059,52.537,23.899
6.3599,15.654,9.3582,-11.281,-50.806,22.276
6.9639,15.997,9.0504,102.12,-59.579,-30.035
6.9652,15.522,9.0639,57.87,35.193,69.764
6.6496,15.292,9.1982,69.146,135.33,-80.851
6.6927,14.797,9.6466,0.13524,107.46,-102.52
7.375,14.524,9.5546,-28.704,100.98,-119.01
7.2364,14.166,9.1144,-15.224,118.5,-97.856
7.0784,15.979,9.0622,118.73,49.502,-64.878
7.1738,15.974,9.0216,35.537,8.1611,-94.336
7.3292,15.869,9.274,19.734,-39.97,-93.028
7.273,15.784,9.0224,14.073,-26.105,19.512
7.5577,15.732,9.075,38.595,74.405,-117.19
7.7616,15.078,8.7982,-106.88,60.978,59.95
7.6381,15.395,8.5592,38.545,11.717,-117.69
7.8489,15.41,8.5653,-447.59,-13.844,344.33
7.8538,15.42,8.5276,-81.872,78.38,28.283
7.7869,15.43,8.5139,285.51,105.86,-22.082
7.7934,15.426,8.5291,-69.759,78.899,-171.87
7.8368,15.372,8.524,-25.618,81.814,-293.43
7.8918,15.356,8.5061,-63.727,-46.712,-168.65
7.8756,15.323,8.5396,-1.8071,-81.253,-177.09
7.9308,15.336,8.5213,-45.25,69.416,111.28
7.9336,15.358,8.5287,-82.477,-195.78,147.39
7.9417,15.361,8.5091,-298.84,82.498,-54.211
7.9918,15.295,8.7882,-75.703,18.357,-28.994
7.3239,15.925,8.952,73.395,119.78,-90.245
7.3412,15.88,8.8979,48.855,107.36,54.594
7.3585,15.766,8.8858,104.33,148.19,-103.17
7.2939,15.761,8.9012,105.21,56.056,-181.83
7.3525,15.843,8.8742,-164.85,-112.12,-75.701
7.3602,15.843,8.855,-60.464,146.98,137.84
7.2664,15.785,8.7722,-63.445,229.69,-155.07
7.3369,15.896,8.8675,119.56,78.486,29.935
7.3374,15.911,8.8604,28.833,-47.315,-0.82083
7.4132,15.895,8.5396,51.245,2.4082,132.83
7.1046,15.68,8.7051,69.791,220.23,-80.209
7.219,15.833,8.9357,107.81,-39.966,-134.23
7.2484,15.836,8.9089,173.23,70.528,110.05
7.2256,15.819,8.9346,-45.833,40.615,-55.915
7.1288,15.986,8.8838,122.55,115.01,-19.555
7.2063,15.23,8.8121,143.88,41.217,-49.176
7.248,15.113,8.2914,63.614,126.77,74
7.3306,15.09,8.2745,125.1,158.89,94.457
7.4709,15.333,8.4166,64.706,-73.062,121.52
7.4564,15.847,8.4687,96.916,-1.9479,126.79
7.6936,15.675,8.4868,-131.83,105.21,4.1846
7.7686,15.566,8.261,-43.011,-99.84,39.95
7.9067,15.511,8.4602,-181.02,375.55,-175.38
7.8932,15.412,8.4576,120.12,73.179,311.44
7.8997,15.402,8.4815,-152.25,134.01,179.01
7.9226,15.427,8.4509,-152.2,235.41,234.46
7.9283,15.386,8.4473,-203.5,151.43,200.05
7.9705,15.39,8.4634,-295.02,-160.57,366.36
7.9575,15.383,8.4431,-158.85,15.721,-101.82
7.9665,15.385,8.465,28.052,154.09,73.432
7.9025,15.365,8.4688,125.48,43.763,-375.65
7.8871,15.364,8.4427,-96.686,-243.51,58.432
7.8819,15.365,8.4251,10.806,-13.757,-216.35
7.8967,15.291,8.4687,-73.045,149.68,125.97
7.8292,15.323,8.3737,-6.2779,-8.218,169.43
7.8448,15.318,8.4853,110.75,158.1,-175.92
7.8162,15.302,8.4092,88.037,83.447,1.8808
7.8669,15.322,8.4439,-291,76.143,-110.54
7.757,15.399,8.4383,-76.973,-128.55,-64.881
7.7607,15.394,8.4216,-74.089,143.19,-88.311
7.872,15.437,8.489,32.205,368.25,-217.86
7.864,15.387,8.4953,-48.469,211.4,-42.024
7.8475,15.4,8.4091,-13.004,127.21,48.228
7.8652,15.488,8.4452,-302.52,204.35,37.286
7.7344,15.388,8.326,-199.82,220.2,-15.274
7.6901,15.328,8.3053,-222.43,-179.64,-76.484
7.6131,15.452,8.4744,73.628,67.05,-173.15
7.764,15.23,8.4782,-163.38,-34.482,-341.57
7.9243,15.035,8.4702,-127.58,35.53,30.724
7.9976,14.661,8.3184,-87.042,184.5,79.402
7.9727,14.615,8.3287,28.057,199.61,70.052
7.6241,14.883,8.7881,-99.66,18.59,-36.601
7.363,14.178,8.9171,-17.032,130.42,-39.134
7.8942,13.983,8.398,-22.702,140.5,13.949
7.8215,13.98,8.3321,-9.5516,132.54,-19.594
7.6453,13.276,8.3141,-100.01,108.42,-24.278
7.5227,13.182,8.1798,-30.047,100.22,4.5667
7.736,13.374,8.6499,-58.174,115.13,-64.996
6.7916,13.634,9.1356,-3.3669,83.592,-72.789
6.146,13.962,9.0285,51.846,65.569,19.806
6.0886,13.957,9.0874,36.172,57.628,-10.805
6.4575,12.958,8.7224,-25.632,8.562,-71.176
6.4734,12.522,8.6678,33.633,-7.558,-20.991
6.4253,12.685,8.684,-77.671,46.811,64.634
6.4116,12.703,8.7187,29.722,33.491,-26.403
6.3647,12.716,8.6576,-9.3822,40.09,-18.126
6.4305,12.646,8.321,-10.22,3.1837,68.416
6.5511,12.678,8.3196,-5.492,65.928,78.567
6.3296,12.493,8.6631,-51.583,119.31,-65.281
6.6838,12.247,9.5046,-58.123,52.472,-66.267
7.4751,12.734,8.2118,-83.322,98.239,4.2825
6.5096,10.09,9.774,-74.556,-9.4547,-57.783
6.4245,10.57,8.0889,-113.53,-27.821,-0.13272
6.3807,10.54,8.116,-136.43,25.504,25.283
6.4724,10.436,8.0804,-341.01,-130.41,-3.9867
6.4696,10.433,8.0812,108.71,20.381,-15.78
6.0984,10.29,8.1654,-108.33,-10.453,-6.902
6.0695,10.325,8.1429,27.921,-143.77,-22.665
6.029,10.06,8.2315,-16.232,77.869,-30.719
6.0443,10.057,8.2152,-44.613,-45.558,126.66
6.1179,10.235,8.1849,19.606,-39.994,-59.493
